Code,Year,Population - Sex: all - Age: all - Variant: estimates,Population - Sex: all - Age: all - Variant: medium
PRI,2006,3776220,
PRI,2007,3763089,
PRI,2008,3749130,
PRI,2009,3735014,
PRI,2010,3714834,
PRI,2011,3683711,
PRI,2012,3646423,
PRI,2013,3606773,
PRI,2014,3565367,
PRI,2015,3521811,
PRI,2016,3476008,
PRI,2017,3371878,
PRI,2018,3290068,
PRI,2019,3288027,
PRI,2020,3275800,
PRI,2021,3253210,
PRI,2022,3240972,
PRI,2023,3242022,
PRI,2024,,3242212
PRI,2025,,3235290
PRI,2026,,3222687
PRI,2027,,3206102
PRI,2028,,3186515
PRI,2029,,3164802
PRI,2030,,3140736
PRI,2031,,3115199
PRI,2032,,3089389
PRI,2033,,3062558
PRI,2034,,3034643
PRI,2035,,3006448
PRI,2036,,2978269
PRI,2037,,2948932
PRI,2038,,2917957
PRI,2039,,2886183
PRI,2040,,2853786
PRI,2041,,2820817
PRI,2042,,2787585
PRI,2043,,2753963
PRI,2044,,2719773
PRI,2045,,2684936
PRI,2046,,2649243
PRI,2047,,2613237
PRI,2048,,2577331
PRI,2049,,2540702
PRI,2050,,2503988
PRI,2051,,2467477
PRI,2052,,2430910
PRI,2053,,2394868
PRI,2054,,2358956
PRI,2055,,2323125
PRI,2056,,2287279
PRI,2057,,2251184
PRI,2058,,2214928
PRI,2059,,2179045
PRI,2060,,2143633
PRI,2061,,2108536
PRI,2062,,2073859
PRI,2063,,2039930
PRI,2064,,2006480
PRI,2065,,1972999
PRI,2066,,1939883
PRI,2067,,1906997
PRI,2068,,1874819
PRI,2069,,1843334
PRI,2070,,1812186
PRI,2071,,1781623
PRI,2072,,1751386
PRI,2073,,1721353
PRI,2074,,1691439
PRI,2075,,1661747
PRI,2076,,1632426
PRI,2077,,1603416
PRI,2078,,1574781
PRI,2079,,1546221
PRI,2080,,1517754
PRI,2081,,1489645
PRI,2082,,1461711
PRI,2083,,1433986
PRI,2084,,1406501
PRI,2085,,1379104
PRI,2086,,1351817
PRI,2087,,1324702
PRI,2088,,1297737
PRI,2089,,1270853
PRI,2090,,1244169
PRI,2091,,1217773
PRI,2092,,1191620
PRI,2093,,1165733
PRI,2094,,1140142
PRI,2095,,1114893
PRI,2096,,1090061
PRI,2097,,1065682
PRI,2098,,1041790
PRI,2099,,1018416
PRI,2100,,995622
QAT,1950,24304,
QAT,1951,25091,
QAT,1952,25911,
QAT,1953,26763,
QAT,1954,27641,
QAT,1955,28558,
QAT,1956,29549,
QAT,1957,30656,
QAT,1958,31991,
QAT,1959,33678,
QAT,1960,36025,
QAT,1961,39701,
QAT,1962,44651,
QAT,1963,50396,
QAT,1964,56882,
QAT,1965,64082,
QAT,1966,72207,
QAT,1967,81455,
QAT,1968,91762,
QAT,1969,103042,
QAT,1970,116370,
QAT,1971,131356,
QAT,1972,146518,
QAT,1973,161854,
QAT,1974,177372,
QAT,1975,193103,
QAT,1976,209067,
QAT,1977,225298,
QAT,1978,241820,
QAT,1979,258678,
QAT,1980,275923,
QAT,1981,293561,
QAT,1982,311544,
QAT,1983,329720,
QAT,1984,347894,
QAT,1985,365950,
QAT,1986,382426,
QAT,1987,397012,
QAT,1988,411273,
QAT,1989,425658,
QAT,1990,440184,
QAT,1991,454860,
QAT,1992,469657,
QAT,1993,484553,
QAT,1994,499469,
QAT,1995,514334,
QAT,1996,529024,
QAT,1997,550511,
QAT,1998,580543,
QAT,1999,612510,
QAT,2000,644993,
QAT,2001,677934,
QAT,2002,711215,
QAT,2003,744690,
QAT,2004,773341,
QAT,2005,825419,
QAT,2006,972841,
QAT,2007,1208601,
QAT,2008,1426942,
QAT,2009,1586052,
QAT,2010,1709238,
QAT,2011,1810960,
QAT,2012,1907122,
QAT,2013,2032650,
QAT,2014,2218378,
QAT,2015,2427340,
QAT,2016,2599382,
QAT,2017,2706716,
QAT,2018,2761144,
QAT,2019,2797927,
QAT,2020,2803375,
QAT,2021,2814988,
QAT,2022,2892466,
QAT,2023,2979086,
QAT,2024,,3048429
QAT,2025,,3115891
QAT,2026,,3173568
QAT,2027,,3220920
QAT,2028,,3261634
QAT,2029,,3299084
QAT,2030,,3333615
QAT,2031,,3367301
QAT,2032,,3401899
QAT,2033,,3437432
QAT,2034,,3473903
QAT,2035,,3511260
QAT,2036,,3549526
QAT,2037,,3588724
QAT,2038,,3628804
QAT,2039,,3669751
QAT,2040,,3711508
QAT,2041,,3754029
QAT,2042,,3797271
QAT,2043,,3841198
QAT,2044,,3885746
QAT,2045,,3930898
QAT,2046,,3976604
QAT,2047,,4022821
QAT,2048,,4069565
QAT,2049,,4116777
QAT,2050,,4164465
QAT,2051,,4212663
QAT,2052,,4261370
QAT,2053,,4310754
QAT,2054,,4360696
QAT,2055,,4411243
QAT,2056,,4462307
QAT,2057,,4513901
QAT,2058,,4566104
QAT,2059,,4618870
QAT,2060,,4672268
QAT,2061,,4726276
QAT,2062,,4780940
QAT,2063,,4836551
QAT,2064,,4893054
QAT,2065,,4950020
QAT,2066,,5007472
QAT,2067,,5065459
QAT,2068,,5124016
QAT,2069,,5183146
QAT,2070,,5242882
QAT,2071,,5303191
QAT,2072,,5364064
QAT,2073,,5425544
QAT,2074,,5487670
QAT,2075,,5550355
QAT,2076,,5613516
QAT,2077,,5677171
QAT,2078,,5741418
QAT,2079,,5806165
QAT,2080,,5871297
QAT,2081,,5937051
QAT,2082,,6003587
QAT,2083,,6070522
QAT,2084,,6137825
QAT,2085,,6205694
QAT,2086,,6274132
QAT,2087,,6343057
QAT,2088,,6412510
QAT,2089,,6482463
QAT,2090,,6552810
QAT,2091,,6623566
QAT,2092,,6694654
QAT,2093,,6766033
QAT,2094,,6837773
QAT,2095,,6909829
QAT,2096,,6982158
QAT,2097,,7054616
QAT,2098,,7127133
QAT,2099,,7199667
QAT,2100,,7272258
REU,1950,249229,
REU,1951,258521,
REU,1952,268198,
REU,1953,278314,
REU,1954,289143,
REU,1955,300437,
REU,1956,311595,
REU,1957,323239,
REU,1958,335074,
REU,1959,347059,
REU,1960,359563,
REU,1961,372086,
REU,1962,383859,
REU,1963,395336,
REU,1964,407177,
REU,1965,418718,
REU,1966,429738,
REU,1967,440319,
REU,1968,450391,
REU,1969,460070,
REU,1970,469093,
REU,1971,477605,
REU,1972,486041,
REU,1973,494467,
REU,1974,502831,
REU,1975,511312,
REU,1976,519939,
REU,1977,528572,
REU,1978,537090,
REU,1979,545377,
REU,1980,553140,
REU,1981,560990,
REU,1982,569641,
REU,1983,579248,
REU,1984,589691,
REU,1985,600421,
REU,1986,610887,
REU,1987,621110,
REU,1988,631264,
REU,1989,641494,
REU,1990,652573,
REU,1991,664459,
REU,1992,676431,
REU,1993,688101,
REU,1994,699373,
REU,1995,710463,
REU,1996,721455,
REU,1997,732714,
REU,1998,744075,
REU,1999,754119,
REU,2000,763148,
REU,2001,772242,
REU,2002,781307,
REU,2003,790570,
REU,2004,797012,
REU,2005,800227,
REU,2006,806686,
REU,2007,818729,
REU,2008,830496,
REU,2009,838473,
REU,2010,844480,
REU,2011,846790,
REU,2012,845062,
REU,2013,847600,
REU,2014,858677,
REU,2015,865016,
REU,2016,862861,
REU,2017,858761,
REU,2018,856946,
REU,2019,857327,
REU,2020,861452,
REU,2021,868085,
REU,2022,871543,
REU,2023,874883,
REU,2024,,878595
REU,2025,,882411
REU,2026,,886294
REU,2027,,890212
REU,2028,,893956
REU,2029,,897518
REU,2030,,900873
REU,2031,,904263
REU,2032,,907647
REU,2033,,910821
REU,2034,,913797
REU,2035,,916705
REU,2036,,919624
REU,2037,,922373
REU,2038,,924933
REU,2039,,927296
REU,2040,,929479
REU,2041,,931612
REU,2042,,933669
REU,2043,,935665
REU,2044,,937463
REU,2045,,938891
REU,2046,,939906
REU,2047,,940778
REU,2048,,941356
REU,2049,,941556
REU,2050,,941421
REU,2051,,940883
REU,2052,,940172
REU,2053,,939235
REU,2054,,938065
REU,2055,,936701
REU,2056,,935207
REU,2057,,933492
REU,2058,,931584
REU,2059,,929727
REU,2060,,927742
REU,2061,,925729
REU,2062,,923790
REU,2063,,921831
REU,2064,,919895
REU,2065,,917947
REU,2066,,915981
REU,2067,,914048
REU,2068,,912194
REU,2069,,910535
REU,2070,,908900
REU,2071,,907233
REU,2072,,905735
REU,2073,,904326
REU,2074,,902943
REU,2075,,901679
REU,2076,,900403
REU,2077,,899149
REU,2078,,897903
REU,2079,,896502
REU,2080,,895010
REU,2081,,893526
REU,2082,,892040
REU,2083,,890604
REU,2084,,889067
REU,2085,,887425
REU,2086,,885695
REU,2087,,883879
REU,2088,,882049
REU,2089,,880066
REU,2090,,878018
REU,2091,,875942
REU,2092,,873758
REU,2093,,871379
REU,2094,,868890
REU,2095,,866345
REU,2096,,863774
REU,2097,,861103
REU,2098,,858241
REU,2099,,855279
REU,2100,,852215
ROU,1950,16397275,
ROU,1951,16625608,
ROU,1952,16846051,
ROU,1953,17057702,
ROU,1954,17266659,
ROU,1955,17475271,
ROU,1956,17691497,
ROU,1957,17887291,
ROU,1958,18046126,
ROU,1959,18187698,
ROU,1960,18313498,
ROU,1961,18422521,
ROU,1962,18511674,
ROU,1963,18587433,
ROU,1964,18655407,
ROU,1965,18713060,
ROU,1966,18776261,
ROU,1967,18998561,
ROU,1968,19361050,
ROU,1969,19701809,
ROU,1970,20011626,
ROU,1971,20293487,
ROU,1972,20555577,
ROU,1973,20798323,
ROU,1974,21033562,
ROU,1975,21268070,
ROU,1976,21497684,
ROU,1977,21700176,
ROU,1978,21868064,
ROU,1979,22019627,
ROU,1980,22154776,
ROU,1981,22272788,
ROU,1982,22374447,
ROU,1983,22459213,
ROU,1984,22534002,
ROU,1985,22605815,
ROU,1986,22674739,
ROU,1987,22745589,
ROU,1988,22815435,
ROU,1989,22887645,
ROU,1990,22939530,
ROU,1991,22947416,
ROU,1992,22912389,
ROU,1993,22842257,
ROU,1994,22756247,
ROU,1995,22657722,
ROU,1996,22541915,
ROU,1997,22411511,
ROU,1998,22284901,
ROU,1999,22166156,
ROU,2000,22046264,
ROU,2001,21919916,
ROU,2002,21770020,
ROU,2003,21593448,
ROU,2004,21403215,
ROU,2005,21213395,
ROU,2006,21035732,
ROU,2007,20870714,
ROU,2008,20718745,
ROU,2009,20576922,
ROU,2010,20432575,
ROU,2011,20282009,
ROU,2012,20158451,
ROU,2013,20062913,
ROU,2014,19968179,
ROU,2015,19871018,
ROU,2016,19777049,
ROU,2017,19689405,
ROU,2018,19597874,
ROU,2019,19501542,
ROU,2020,19392467,
ROU,2021,19248159,
ROU,2022,19166776,
ROU,2023,19118482,
ROU,2024,,19015096
ROU,2025,,18908655
ROU,2026,,18800600
ROU,2027,,18691561
ROU,2028,,18581886
ROU,2029,,18471043
ROU,2030,,18359505
ROU,2031,,18247765
ROU,2032,,18135671
ROU,2033,,18022868
ROU,2034,,17909240
ROU,2035,,17794421
ROU,2036,,17678049
ROU,2037,,17561288
ROU,2038,,17443922
ROU,2039,,17326563
ROU,2040,,17209716
ROU,2041,,17091778
ROU,2042,,16973748
ROU,2043,,16856341
ROU,2044,,16738280
ROU,2045,,16620322
ROU,2046,,16502989
ROU,2047,,16384826
ROU,2048,,16265698
ROU,2049,,16146364
ROU,2050,,16027269
ROU,2051,,15907819
ROU,2052,,15786540
ROU,2053,,15664526
ROU,2054,,15541852
ROU,2055,,15416586
ROU,2056,,15288921
ROU,2057,,15160136
ROU,2058,,15030496
ROU,2059,,14899678
ROU,2060,,14768092
ROU,2061,,14635765
ROU,2062,,14502741
ROU,2063,,14370761
ROU,2064,,14240320
ROU,2065,,14110670
ROU,2066,,13983437
ROU,2067,,13859614
ROU,2068,,13738889
ROU,2069,,13620622
ROU,2070,,13504420
ROU,2071,,13390701
ROU,2072,,13279472
ROU,2073,,13171542
ROU,2074,,13066170
ROU,2075,,12962628
ROU,2076,,12861111
ROU,2077,,12761157
ROU,2078,,12662735
ROU,2079,,12565882
ROU,2080,,12470342
ROU,2081,,12376342
ROU,2082,,12284927
ROU,2083,,12195336
ROU,2084,,12106785
ROU,2085,,12019750
ROU,2086,,11933498
ROU,2087,,11848516
ROU,2088,,11764999
ROU,2089,,11681723
ROU,2090,,11598355
ROU,2091,,11515527
ROU,2092,,11433198
ROU,2093,,11350368
ROU,2094,,11267853
ROU,2095,,11185522
ROU,2096,,11102767
ROU,2097,,11019840
ROU,2098,,10936466
ROU,2099,,10852569
ROU,2100,,10768185
RUS,1950,103392364,
RUS,1951,104844658,
RUS,1952,106326385,
RUS,1953,107851682,
RUS,1954,109463245,
RUS,1955,111160996,
RUS,1956,112909102,
RUS,1957,114730333,
RUS,1958,116588767,
RUS,1959,118293890,
RUS,1960,119934143,
RUS,1961,121604308,
RUS,1962,123111721,
RUS,1963,124449754,
RUS,1964,125630156,
RUS,1965,126634210,
RUS,1966,127533630,
RUS,1967,128342646,
RUS,1968,129065046,
RUS,1969,129762191,
RUS,1970,130367188,
RUS,1971,130987110,
RUS,1972,131726417,
RUS,1973,132475155,
RUS,1974,133259155,
RUS,1975,134136098,
RUS,1976,135080691,
RUS,1977,136040974,
RUS,1978,136979085,
RUS,1979,137816542,
RUS,1980,138572628,
RUS,1981,139351496,
RUS,1982,140247745,
RUS,1983,141331277,
RUS,1984,142464238,
RUS,1985,143569386,
RUS,1986,144807816,
RUS,1987,146147383,
RUS,1988,147364493,
RUS,1989,148281862,
RUS,1990,148979537,
RUS,1991,149448433,
RUS,1992,148915993,
RUS,1993,148135419,
RUS,1994,148200734,
RUS,1995,148291406,
RUS,1996,148084580,
RUS,1997,147853769,
RUS,1998,147635543,
RUS,1999,147241973,
RUS,2000,146717784,
RUS,2001,146117290,
RUS,2002,145939502,
RUS,2003,145794230,
RUS,2004,145180091,
RUS,2005,144597886,
RUS,2006,144102948,
RUS,2007,143859767,
RUS,2008,143811837,
RUS,2009,143869128,
RUS,2010,143934468,
RUS,2011,144043751,
RUS,2012,144291025,
RUS,2013,144604105,
RUS,2014,144925639,
RUS,2015,145307612,
RUS,2016,145778668,
RUS,2017,146186798,
RUS,2018,146430146,
RUS,2019,146533063,
RUS,2020,146371295,
RUS,2021,145836172,
RUS,2022,145579889,
RUS,2023,145440502,
RUS,2024,,144820421
RUS,2025,,143997393
RUS,2026,,143394457
RUS,2027,,143044122
RUS,2028,,142669792
RUS,2029,,142285058
RUS,2030,,141889417
RUS,2031,,141475451
RUS,2032,,141060374
RUS,2033,,140664600
RUS,2034,,140280786
RUS,2035,,139909638
RUS,2036,,139551519
RUS,2037,,139204860
RUS,2038,,138876800
RUS,2039,,138567317
RUS,2040,,138281831
RUS,2041,,138021762
RUS,2042,,137782740
RUS,2043,,137557901
RUS,2044,,137345007
RUS,2045,,137152207
RUS,2046,,136973710
RUS,2047,,136789406
RUS,2048,,136585975
RUS,2049,,136368396
RUS,2050,,136132783
RUS,2051,,135876185
RUS,2052,,135608473
RUS,2053,,135312490
RUS,2054,,134987346
RUS,2055,,134648657
RUS,2056,,134301414
RUS,2057,,133958318
RUS,2058,,133603998
RUS,2059,,133239609
RUS,2060,,132893468
RUS,2061,,132551962
RUS,2062,,132208989
RUS,2063,,131867772
RUS,2064,,131523759
RUS,2065,,131187340
RUS,2066,,130864355
RUS,2067,,130565042
RUS,2068,,130281127
RUS,2069,,129994696
RUS,2070,,129710825
RUS,2071,,129431946
RUS,2072,,129176941
RUS,2073,,128954130
RUS,2074,,128745954
RUS,2075,,128554063
RUS,2076,,128384945
RUS,2077,,128229061
RUS,2078,,128079197
RUS,2079,,127947642
RUS,2080,,127837922
RUS,2081,,127746797
RUS,2082,,127662474
RUS,2083,,127582565
RUS,2084,,127507138
RUS,2085,,127431074
RUS,2086,,127358332
RUS,2087,,127299702
RUS,2088,,127250084
RUS,2089,,127198379
RUS,2090,,127144101
RUS,2091,,127091681
RUS,2092,,127029412
RUS,2093,,126963716
RUS,2094,,126909277
RUS,2095,,126848482
RUS,2096,,126768769
RUS,2097,,126683864
RUS,2098,,126593694
RUS,2099,,126491027
RUS,2100,,126386520
RWA,1950,2157101,
RWA,1951,2236039,
RWA,1952,2316516,
RWA,1953,2398364,
RWA,1954,2482131,
RWA,1955,2568303,
RWA,1956,2656814,
RWA,1957,2747877,
RWA,1958,2840135,
RWA,1959,2932401,
RWA,1960,3022300,
RWA,1961,3106786,
RWA,1962,3186019,
RWA,1963,3258901,
RWA,1964,3334835,
RWA,1965,3423216,
RWA,1966,3521626,
RWA,1967,3629585,
RWA,1968,3744013,
RWA,1969,3861274,
RWA,1970,3980673,
RWA,1971,4100049,
RWA,1972,4220335,
RWA,1973,4345045,
RWA,1974,4474235,
RWA,1975,4607728,
RWA,1976,4745962,
RWA,1977,4888248,
RWA,1978,5035172,
RWA,1979,5189550,
RWA,1980,5353263,
RWA,1981,5527236,
RWA,1982,5711555,
RWA,1983,5905311,
RWA,1984,6107628,
RWA,1985,6317230,
RWA,1986,6531887,
RWA,1987,6749494,
RWA,1988,6968075,
RWA,1989,7184709,
RWA,1990,7375313,
RWA,1991,7526964,
RWA,1992,7683266,
RWA,1993,7981142,
RWA,1994,6792358,
RWA,1995,5674118,
RWA,1996,6708767,
RWA,1997,7755237,
RWA,1998,8081688,
RWA,1999,8147917,
RWA,2000,8213936,
RWA,2001,8287091,
RWA,2002,8400185,
RWA,2003,8586878,
RWA,2004,8816849,
RWA,2005,9054532,
RWA,2006,9299251,
RWA,2007,9549940,
RWA,2008,9804268,
RWA,2009,10060438,
RWA,2010,10317560,
RWA,2011,10573742,
RWA,2012,10829904,
RWA,2013,11093340,
RWA,2014,11364758,
RWA,2015,11640026,
RWA,2016,11919183,
RWA,2017,12202062,
RWA,2018,12488000,
RWA,2019,12776102,
RWA,2020,13065838,
RWA,2021,13355260,
RWA,2022,13651025,
RWA,2023,13954473,
RWA,2024,,14256573
RWA,2025,,14569349
RWA,2026,,14889701
RWA,2027,,15214331
RWA,2028,,15536468
RWA,2029,,15844656
RWA,2030,,16154704
RWA,2031,,16473112
RWA,2032,,16771828
RWA,2033,,17073482
RWA,2034,,17402258
RWA,2035,,17746323
RWA,2036,,18076776
RWA,2037,,18395846
RWA,2038,,18729786
RWA,2039,,19076791
RWA,2040,,19440770
RWA,2041,,19806178
RWA,2042,,20153988
RWA,2043,,20500834
RWA,2044,,20837088
RWA,2045,,21152659
RWA,2046,,21459154
RWA,2047,,21764588
RWA,2048,,22086120
RWA,2049,,22403897
RWA,2050,,22707905
RWA,2051,,23007763
RWA,2052,,23300260
RWA,2053,,23582541
RWA,2054,,23867628
RWA,2055,,24159452
RWA,2056,,24442071
RWA,2057,,24708950
RWA,2058,,25005559
RWA,2059,,25305700
RWA,2060,,25576761
RWA,2061,,25865309
RWA,2062,,26141278
RWA,2063,,26401104
RWA,2064,,26669004
RWA,2065,,26933364
RWA,2066,,27184220
RWA,2067,,27431212
RWA,2068,,27684410
RWA,2069,,27912789
RWA,2070,,28138802
RWA,2071,,28368469
RWA,2072,,28589818
RWA,2073,,28809910
RWA,2074,,29015581
RWA,2075,,29214157
RWA,2076,,29400708
RWA,2077,,29584172
RWA,2078,,29770221
RWA,2079,,29952990
RWA,2080,,30141577
RWA,2081,,30322785
RWA,2082,,30500835
RWA,2083,,30678625
RWA,2084,,30835597
RWA,2085,,30977285
RWA,2086,,31124880
RWA,2087,,31296839
RWA,2088,,31464669
RWA,2089,,31633741
RWA,2090,,31781410
RWA,2091,,31883054
RWA,2092,,31994600
RWA,2093,,32121009
RWA,2094,,32229107
RWA,2095,,32336909
RWA,2096,,32444594
RWA,2097,,32523674
RWA,2098,,32600424
RWA,2099,,32692042
RWA,2100,,32779350
BLM,1950,2024,
BLM,1951,2075,
BLM,1952,2096,
BLM,1953,2116,
BLM,1954,2141,
BLM,1955,2148,
BLM,1956,2143,
BLM,1957,2145,
BLM,1958,2162,
BLM,1959,2186,
BLM,1960,2212,
BLM,1961,2232,
BLM,1962,2255,
BLM,1963,2287,
BLM,1964,2324,
BLM,1965,2352,
BLM,1966,2387,
BLM,1967,2409,
BLM,1968,2414,
BLM,1969,2420,
BLM,1970,2428,
BLM,1971,2448,
BLM,1972,2471,
BLM,1973,2495,
BLM,1974,2528,
BLM,1975,2588,
BLM,1976,2653,
BLM,1977,2735,
BLM,1978,2834,
BLM,1979,2920,
BLM,1980,2991,
BLM,1981,3039,
BLM,1982,3207,
BLM,1983,3505,
BLM,1984,3793,
BLM,1985,4072,
BLM,1986,4344,
BLM,1987,4603,
BLM,1988,4843,
BLM,1989,5064,
BLM,1990,5269,
BLM,1991,5462,
BLM,1992,5648,
BLM,1993,5837,
BLM,1994,6023,
BLM,1995,6201,
BLM,1996,6383,
BLM,1997,6563,
BLM,1998,6740,
BLM,1999,6917,
BLM,2000,7103,
BLM,2001,7297,
BLM,2002,7489,
BLM,2003,7684,
BLM,2004,7869,
BLM,2005,8054,
BLM,2006,8245,
BLM,2007,8433,
BLM,2008,8627,
BLM,2009,8821,
BLM,2010,8989,
BLM,2011,9112,
BLM,2012,9227,
BLM,2013,9343,
BLM,2014,9471,
BLM,2015,9617,
BLM,2016,9776,
BLM,2017,9954,
BLM,2018,10135,
BLM,2019,10325,
BLM,2020,10566,
BLM,2021,10790,
BLM,2022,10948,
BLM,2023,11112,
BLM,2024,,11282
BLM,2025,,11442
BLM,2026,,11572
BLM,2027,,11692
BLM,2028,,11819
BLM,2029,,11938
BLM,2030,,12035
BLM,2031,,12125
BLM,2032,,12213
BLM,2033,,12285
BLM,2034,,12341
BLM,2035,,12404
BLM,2036,,12465
BLM,2037,,12516
BLM,2038,,12573
BLM,2039,,12623
BLM,2040,,12660
BLM,2041,,12700
BLM,2042,,12732
BLM,2043,,12758
BLM,2044,,12790
BLM,2045,,12821
BLM,2046,,12836
BLM,2047,,12834
BLM,2048,,12833
BLM,2049,,12827
BLM,2050,,12810
BLM,2051,,12787
BLM,2052,,12761
BLM,2053,,12734
BLM,2054,,12707
BLM,2055,,12667
BLM,2056,,12619
BLM,2057,,12564
BLM,2058,,12504
BLM,2059,,12445
BLM,2060,,12395
BLM,2061,,12334
BLM,2062,,12278
BLM,2063,,12228
BLM,2064,,12174
BLM,2065,,12112
BLM,2066,,12054
BLM,2067,,11999
BLM,2068,,11943
BLM,2069,,11886
BLM,2070,,11823
BLM,2071,,11760
BLM,2072,,11698
BLM,2073,,11643
BLM,2074,,11582
BLM,2075,,11524
BLM,2076,,11452
BLM,2077,,11376
BLM,2078,,11310
BLM,2079,,11240
BLM,2080,,11168
BLM,2081,,11101
BLM,2082,,11022
BLM,2083,,10947
BLM,2084,,10862
BLM,2085,,10781
BLM,2086,,10699
BLM,2087,,10609
BLM,2088,,10514
BLM,2089,,10419
BLM,2090,,10325
BLM,2091,,10228
BLM,2092,,10132
BLM,2093,,10023
BLM,2094,,9917
BLM,2095,,9813
BLM,2096,,9706
BLM,2097,,9601
BLM,2098,,9486
BLM,2099,,9374
BLM,2100,,9252
SHN,1950,5249,
SHN,1951,5297,
SHN,1952,5324,
SHN,1953,5342,
SHN,1954,5344,
SHN,1955,5329,
SHN,1956,5320,
SHN,1957,5329,
SHN,1958,5350,
SHN,1959,5361,
SHN,1960,5388,
SHN,1961,5407,
SHN,1962,5438,
SHN,1963,5460,
SHN,1964,5486,
SHN,1965,5494,
SHN,1966,5524,
SHN,1967,5570,
SHN,1968,5647,
SHN,1969,5715,
SHN,1970,5797,
SHN,1971,5880,
SHN,1972,5953,
SHN,1973,6026,
SHN,1974,6091,
SHN,1975,6155,
SHN,1976,6194,
SHN,1977,6245,
SHN,1978,6310,
SHN,1979,6362,
SHN,1980,6413,
SHN,1981,6466,
SHN,1982,6535,
SHN,1983,6601,
SHN,1984,6647,
SHN,1985,6678,
SHN,1986,6706,
SHN,1987,6723,
SHN,1988,6710,
SHN,1989,6677,
SHN,1990,6639,
SHN,1991,6601,
SHN,1992,6545,
SHN,1993,6495,
SHN,1994,6433,
SHN,1995,6373,
SHN,1996,6309,
SHN,1997,6249,
SHN,1998,6184,
SHN,1999,6113,
SHN,2000,6045,
SHN,2001,5963,
SHN,2002,5879,
SHN,2003,5775,
SHN,2004,5678,
SHN,2005,5570,
SHN,2006,5457,
SHN,2007,5346,
SHN,2008,5295,
SHN,2009,5320,
SHN,2010,5352,
SHN,2011,5385,
SHN,2012,5428,
SHN,2013,5462,
SHN,2014,5493,
SHN,2015,5529,
SHN,2016,5544,
SHN,2017,5528,
SHN,2018,5507,
SHN,2019,5485,
SHN,2020,5451,
SHN,2021,5415,
SHN,2022,5369,
SHN,2023,5316,
SHN,2024,,5262
SHN,2025,,5220
SHN,2026,,5169
SHN,2027,,5119
SHN,2028,,5063
SHN,2029,,5007
SHN,2030,,4955
SHN,2031,,4899
SHN,2032,,4846
SHN,2033,,4790
SHN,2034,,4735
SHN,2035,,4680
SHN,2036,,4632
SHN,2037,,4584
SHN,2038,,4528
SHN,2039,,4482
SHN,2040,,4437
SHN,2041,,4388
SHN,2042,,4349
SHN,2043,,4301
SHN,2044,,4255
SHN,2045,,4213
SHN,2046,,4163
SHN,2047,,4117
SHN,2048,,4078
SHN,2049,,4034
SHN,2050,,3992
SHN,2051,,3948
SHN,2052,,3908
SHN,2053,,3862
SHN,2054,,3814
SHN,2055,,3768
SHN,2056,,3731
SHN,2057,,3689
SHN,2058,,3644
SHN,2059,,3608
SHN,2060,,3563
SHN,2061,,3527
SHN,2062,,3489
SHN,2063,,3454
SHN,2064,,3421
SHN,2065,,3393
SHN,2066,,3361
SHN,2067,,3327
SHN,2068,,3302
SHN,2069,,3270
SHN,2070,,3251
SHN,2071,,3230
SHN,2072,,3206
SHN,2073,,3178
SHN,2074,,3157
SHN,2075,,3139
SHN,2076,,3113
SHN,2077,,3088
SHN,2078,,3072
SHN,2079,,3050
SHN,2080,,3037
SHN,2081,,3015
SHN,2082,,2990
SHN,2083,,2971
SHN,2084,,2945
SHN,2085,,2922
SHN,2086,,2907
SHN,2087,,2886
SHN,2088,,2868
SHN,2089,,2850
SHN,2090,,2829
SHN,2091,,2809
SHN,2092,,2791
SHN,2093,,2774
SHN,2094,,2753
SHN,2095,,2733
SHN,2096,,2721
SHN,2097,,2704
SHN,2098,,2688
SHN,2099,,2667
SHN,2100,,2654
KNA,1950,47254,
KNA,1951,48327,
KNA,1952,49414,
KNA,1953,50469,
KNA,1954,51359,
KNA,1955,52155,
KNA,1956,52994,
KNA,1957,53843,
KNA,1958,54669,
KNA,1959,55492,
KNA,1960,55834,
KNA,1961,55352,
KNA,1962,54483,
KNA,1963,53461,
KNA,1964,52348,
KNA,1965,51163,
KNA,1966,49917,
KNA,1967,48626,
KNA,1968,47265,
KNA,1969,45750,
KNA,1970,44632,
KNA,1971,44228,
KNA,1972,44054,
KNA,1973,43897,
KNA,1974,43759,
KNA,1975,43628,
KNA,1976,43499,
KNA,1977,43377,
KNA,1978,43237,
KNA,1979,43053,
KNA,1980,42866,
KNA,1981,42721,
KNA,1982,42549,
KNA,1983,42355,
KNA,1984,42134,
KNA,1985,41894,
KNA,1986,41642,
KNA,1987,41368,
KNA,1988,41084,
KNA,1989,40777,
KNA,1990,40456,
KNA,1991,40382,
KNA,1992,40740,
KNA,1993,41266,
KNA,1994,41798,
KNA,1995,42347,
KNA,1996,42903,
KNA,1997,43453,
KNA,1998,44018,
KNA,1999,44625,
KNA,2000,45272,
KNA,2001,45785,
KNA,2002,46048,
KNA,2003,46200,
KNA,2004,46337,
KNA,2005,46459,
KNA,2006,46592,
KNA,2007,46734,
KNA,2008,46857,
KNA,2009,46941,
KNA,2010,46871,
KNA,2011,46917,
KNA,2012,47056,
KNA,2013,47092,
KNA,2014,47112,
KNA,2015,47108,
KNA,2016,47099,
KNA,2017,47075,
KNA,2018,47032,
KNA,2019,46976,
KNA,2020,46896,
