Code,Year,Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)
DMA,2011,5.3345
DMA,2012,5.7951
DMA,2013,5.3475
DMA,2014,5.26142
DMA,2015,5.15942
DMA,2016,5.12308
DMA,2017,5.46245
DMA,2018,6.18496
DMA,2019,5.16904
DMA,2020,6.12651
DMA,2021,6.31661
DMA,2022,6.3197
DOM,2000,4.88427
DOM,2001,4.88183
DOM,2002,4.98649
DOM,2003,4.38888
DOM,2004,4.28774
DOM,2005,4.35391
DOM,2006,3.99365
DOM,2007,4.08935
DOM,2008,4.56146
DOM,2009,4.76338
DOM,2010,4.92355
DOM,2011,5.03798
DOM,2012,5.04898
DOM,2013,4.91598
DOM,2014,4.79757
DOM,2015,4.72217
DOM,2016,4.57663
DOM,2017,4.49337
DOM,2018,4.12602
DOM,2019,4.23949
DOM,2020,4.93967
DOM,2021,4.91808
DOM,2022,4.57255
TLS,2003,2.84187
TLS,2004,4.26104
TLS,2005,5.28045
TLS,2006,6.00192
TLS,2007,5.64793
TLS,2008,6.96564
TLS,2009,7.30932
TLS,2010,6.47059
TLS,2011,6.86541
TLS,2012,6.99215
TLS,2013,8.53238
TLS,2014,7.60484
TLS,2015,7.67217
TLS,2016,6.89625
TLS,2017,6.75753
TLS,2018,6.36953
TLS,2019,6.02679
TLS,2020,9.93865
TLS,2021,11.43106
TLS,2022,14.32455
,2000,4.55871
,2001,4.77877
,2002,5.06978
,2003,4.90913
,2004,4.85893
,2005,4.65178
,2006,4.68014
,2007,4.68345
,2008,4.62344
,2009,5.12549
,2010,4.71496
,2011,4.80029
,2012,4.7227
,2013,4.82727
,2014,4.9736
,2015,5.25473
,2016,5.46364
,2017,5.38051
,2018,5.34263
,2019,5.42654
,2020,5.81608
,2021,5.86347
,2022,5.56858
ECU,2000,3.48257
ECU,2001,3.97254
ECU,2002,4.72294
ECU,2003,5.70121
ECU,2004,5.79041
ECU,2005,5.76794
ECU,2006,5.84507
ECU,2007,5.55722
ECU,2008,5.52175
ECU,2009,6.03388
ECU,2010,6.34926
ECU,2011,6.6051
ECU,2012,6.8786
ECU,2013,6.77866
ECU,2014,6.76602
ECU,2015,7.76786
ECU,2016,7.58817
ECU,2017,7.52484
ECU,2018,7.83214
ECU,2019,7.80768
ECU,2020,8.65763
ECU,2021,8.20646
ECU,2022,7.53457
EGY,2000,4.92244
EGY,2001,5.4003
EGY,2002,5.51074
EGY,2003,5.22425
EGY,2004,4.85732
EGY,2005,4.92229
EGY,2006,4.8419
EGY,2007,4.44493
EGY,2008,4.46635
EGY,2009,4.37871
EGY,2010,4.15319
EGY,2011,4.35708
EGY,2012,4.45892
EGY,2013,4.671
EGY,2014,4.77415
EGY,2015,5.06153
EGY,2016,5.07462
EGY,2017,5.34662
EGY,2018,4.74893
EGY,2019,4.59947
EGY,2020,4.15385
EGY,2021,4.60955
EGY,2022,4.70438
SLV,2000,7.84343
SLV,2001,7.88605
SLV,2002,7.88566
SLV,2003,7.77182
SLV,2004,8.13022
SLV,2005,9.20058
SLV,2006,8.69339
SLV,2007,8.47836
SLV,2008,8.49586
SLV,2009,8.8375
SLV,2010,8.90416
SLV,2011,8.87645
SLV,2012,8.60625
SLV,2013,9.05236
SLV,2014,8.59894
SLV,2015,8.75833
SLV,2016,8.71456
SLV,2017,8.42287
SLV,2018,8.32275
SLV,2019,8.80846
SLV,2020,8.95105
SLV,2021,10.12669
SLV,2022,9.8408
GNQ,2000,1.1072
GNQ,2001,1.20301
GNQ,2002,2.74982
GNQ,2003,1.8275
GNQ,2004,1.45293
GNQ,2005,1.29643
GNQ,2006,1.29172
GNQ,2007,1.30166
GNQ,2008,1.11556
GNQ,2009,1.76791
GNQ,2010,1.62135
GNQ,2011,1.42924
GNQ,2012,1.51459
GNQ,2013,1.64174
GNQ,2014,1.75402
GNQ,2015,2.34058
GNQ,2016,2.85942
GNQ,2017,2.74714
GNQ,2018,2.85224
GNQ,2019,3.16781
GNQ,2020,3.99582
GNQ,2021,3.39468
GNQ,2022,2.9135
ERI,2000,5.7667
ERI,2001,5.91932
ERI,2002,6.68857
ERI,2003,7.33703
ERI,2004,7.00985
ERI,2005,6.86418
ERI,2006,6.85727
ERI,2007,5.27863
ERI,2008,6.57808
ERI,2009,5.42343
ERI,2010,4.81867
ERI,2011,5.16229
ERI,2012,3.74246
ERI,2013,4.96765
ERI,2014,3.91432
ERI,2015,4.50777
ERI,2016,3.73839
ERI,2017,4.15359
ERI,2018,4.24749
ERI,2019,4.64806
ERI,2020,4.31047
ERI,2021,4.17839
ERI,2022,3.87448
EST,2000,5.17029
EST,2001,4.7806
EST,2002,4.70329
EST,2003,5.13883
EST,2004,5.33759
EST,2005,5.29536
EST,2006,4.97391
EST,2007,5.18456
EST,2008,5.95725
EST,2009,6.84477
EST,2010,6.59434
EST,2011,6.07817
EST,2012,6.09507
EST,2013,6.28062
EST,2014,6.362
EST,2015,6.64135
EST,2016,6.70241
EST,2017,6.59727
EST,2018,6.69128
EST,2019,6.81699
EST,2020,7.57906
EST,2021,7.4786
EST,2022,6.98701
SWZ,2000,4.60952
SWZ,2001,5.13895
SWZ,2002,5.52298
SWZ,2003,6.37864
SWZ,2004,6.81432
SWZ,2005,7.37623
SWZ,2006,7.8256
SWZ,2007,7.93004
SWZ,2008,8.85793
SWZ,2009,8.63292
SWZ,2010,8.59126
SWZ,2011,8.46997
SWZ,2012,7.82048
SWZ,2013,7.45703
SWZ,2014,7.25597
SWZ,2015,7.05855
SWZ,2016,6.82045
SWZ,2017,6.98104
SWZ,2018,7.31938
SWZ,2019,8.40034
SWZ,2020,7.07604
SWZ,2021,7.38329
SWZ,2022,7.22266
ETH,2000,4.36505
ETH,2001,4.72317
ETH,2002,4.71263
ETH,2003,4.89971
ETH,2004,4.31282
ETH,2005,4.10098
ETH,2006,4.45757
ETH,2007,5.00128
ETH,2008,4.28064
ETH,2009,4.64966
ETH,2010,5.46637
ETH,2011,4.46898
ETH,2012,4.5396
ETH,2013,4.07507
ETH,2014,4.03366
ETH,2015,3.82317
ETH,2016,3.60034
ETH,2017,3.45337
ETH,2018,3.30372
ETH,2019,3.24287
ETH,2020,3.48096
ETH,2021,3.20754
ETH,2022,2.85275
,2000,6.3949
,2001,6.54879
,2002,6.81604
,2003,7.02315
,2004,7.07798
,2005,7.13436
,2006,7.04039
,2007,6.93072
,2008,7.1543
,2009,7.74797
,2010,7.68785
,2011,7.59793
,2012,7.70837
,2013,7.72009
,2014,7.67839
,2015,7.70155
,2016,7.71317
,2017,7.60119
,2018,7.56776
,2019,7.68532
,2020,8.611
,2021,8.6471
,2022,8.05569
FJI,2000,3.42441
FJI,2001,2.90547
FJI,2002,2.9835
FJI,2003,2.97298
FJI,2004,3.25769
FJI,2005,3.25657
FJI,2006,3.34798
FJI,2007,3.41515
FJI,2008,3.18467
FJI,2009,3.53588
FJI,2010,3.41664
FJI,2011,3.14294
FJI,2012,3.26555
FJI,2013,3.20041
FJI,2014,3.3686
FJI,2015,3.32469
FJI,2016,3.2798
FJI,2017,3.1869
FJI,2018,4.10573
FJI,2019,4.28229
FJI,2020,5.28987
FJI,2021,7.06085
FJI,2022,4.0091
FIN,2000,7.09253
FIN,2001,7.2509
FIN,2002,7.6277
FIN,2003,7.93805
FIN,2004,8.05913
FIN,2005,8.28796
FIN,2006,8.28412
FIN,2007,8.08359
FIN,2008,8.34311
FIN,2009,9.16122
FIN,2010,9.14203
FIN,2011,9.22303
FIN,2012,9.5858
FIN,2013,9.80535
FIN,2014,9.78115
FIN,2015,9.64524
FIN,2016,9.37796
FIN,2017,9.1267
FIN,2018,9.04514
FIN,2019,9.17143
FIN,2020,9.6325
FIN,2021,9.83458
FIN,2022,9.65892
FRA,2000,9.58448
FRA,2001,9.70563
FRA,2002,10.02219
FRA,2003,10.08283
FRA,2004,10.16429
FRA,2005,10.21484
FRA,2006,10.38566
FRA,2007,10.31564
FRA,2008,10.50085
FRA,2009,11.28756
FRA,2010,11.2256
FRA,2011,11.18498
FRA,2012,11.2974
FRA,2013,11.39591
FRA,2014,11.52531
FRA,2015,11.43985
FRA,2016,11.49049
FRA,2017,11.37064
FRA,2018,11.21034
FRA,2019,11.09938
FRA,2020,12.07227
FRA,2021,12.29229
FRA,2022,11.8819
GAB,2000,2.90125
GAB,2001,3.14839
GAB,2002,3.32413
GAB,2003,3.53188
GAB,2004,3.3298
GAB,2005,2.93181
GAB,2006,3.1427
GAB,2007,3.16226
GAB,2008,2.78923
GAB,2009,3.83494
GAB,2010,2.47557
GAB,2011,2.55772
GAB,2012,2.42098
GAB,2013,2.84087
GAB,2014,2.53282
GAB,2015,2.65744
GAB,2016,3.1077
GAB,2017,2.78069
GAB,2018,2.75235
GAB,2019,2.77686
GAB,2020,3.41718
GAB,2021,2.69024
GAB,2022,2.85592
GMB,2000,10.78533
GMB,2001,8.29926
GMB,2002,6.2326
GMB,2003,5.29709
GMB,2004,5.42
GMB,2005,5.38602
GMB,2006,5.43721
GMB,2007,4.95502
GMB,2008,4.65939
GMB,2009,4.46431
GMB,2010,4.11944
GMB,2011,4.36967
GMB,2012,4.26872
GMB,2013,3.91375
GMB,2014,3.05235
GMB,2015,3.17613
GMB,2016,3.19524
GMB,2017,3.35449
GMB,2018,3.23714
GMB,2019,3.14535
GMB,2020,3.72824
GMB,2021,3.19251
GMB,2022,3.55907
GEO,2000,7.19459
GEO,2001,7.16951
GEO,2002,7.81474
GEO,2003,8.02953
GEO,2004,8.08911
GEO,2005,8.07734
GEO,2006,7.63208
GEO,2007,7.43518
GEO,2008,8.44424
GEO,2009,9.56682
GEO,2010,8.93946
GEO,2011,7.82405
GEO,2012,7.85389
GEO,2013,7.7356
GEO,2014,7.75487
GEO,2015,7.29131
GEO,2016,7.83985
GEO,2017,6.95936
GEO,2018,6.9918
GEO,2019,6.59412
GEO,2020,8.3416
GEO,2021,8.31533
GEO,2022,7.2557
DEU,2000,9.88844
DEU,2001,9.92069
DEU,2002,10.18366
DEU,2003,10.40202
DEU,2004,10.14603
DEU,2005,10.31154
DEU,2006,10.17995
DEU,2007,10.05133
DEU,2008,10.25129
DEU,2009,11.23791
DEU,2010,11.09593
DEU,2011,10.77845
DEU,2012,10.85346
DEU,2013,10.99906
DEU,2014,11.02588
DEU,2015,11.19028
DEU,2016,11.24167
DEU,2017,11.32552
DEU,2018,11.47315
DEU,2019,11.71595
DEU,2020,12.69023
DEU,2021,12.90171
DEU,2022,12.60513
GHA,2000,1.78945
GHA,2001,2.00263
GHA,2002,2.0874
GHA,2003,2.29619
GHA,2004,2.53113
GHA,2005,3.50288
GHA,2006,3.92256
GHA,2007,3.96242
GHA,2008,3.95173
GHA,2009,4.40091
GHA,2010,4.73425
GHA,2011,4.46856
GHA,2012,3.91583
GHA,2013,4.59225
GHA,2014,4.01644
GHA,2015,4.54297
GHA,2016,3.39036
GHA,2017,2.68787
GHA,2018,2.43001
GHA,2019,3.2545
GHA,2020,4.43317
GHA,2021,3.86031
GHA,2022,3.69936
GRC,2000,7.24333
GRC,2001,7.98784
GRC,2002,8.23378
GRC,2003,8.44916
GRC,2004,8.0939
GRC,2005,8.56467
GRC,2006,8.25867
GRC,2007,8.39808
GRC,2008,8.82774
GRC,2009,9.40689
GRC,2010,9.59662
GRC,2011,9.1933
GRC,2012,8.92416
GRC,2013,8.43796
GRC,2014,7.89141
GRC,2015,8.22005
GRC,2016,8.44875
GRC,2017,8.13516
GRC,2018,8.12024
GRC,2019,8.19828
GRC,2020,9.52422
GRC,2021,9.18476
GRC,2022,8.49984
GRD,2000,5.35886
GRD,2001,5.62457
GRD,2002,6.1757
GRD,2003,5.28486
GRD,2004,5.36568
GRD,2005,5.1446
GRD,2006,5.11352
GRD,2007,5.23868
GRD,2008,5.3862
GRD,2009,5.43471
GRD,2010,5.41881
GRD,2011,5.80423
GRD,2012,5.82236
GRD,2013,5.62653
GRD,2014,4.77354
GRD,2015,4.64676
GRD,2016,4.4391
GRD,2017,4.65701
GRD,2018,4.58374
GRD,2019,4.9319
GRD,2020,5.32282
GRD,2021,5.34433
GRD,2022,4.94846
GTM,2000,5.39686
GTM,2001,6.07024
GTM,2002,6.01301
GTM,2003,6.15307
GTM,2004,6.26183
GTM,2005,6.14826
GTM,2006,6.36362
GTM,2007,6.19183
GTM,2008,6.0813
GTM,2009,6.33939
GTM,2010,6.12478
GTM,2011,5.96307
GTM,2012,6.07317
GTM,2013,5.77189
GTM,2014,5.88857
GTM,2015,6.00602
GTM,2016,6.07008
GTM,2017,6.13564
GTM,2018,6.10663
GTM,2019,6.17443
GTM,2020,6.45952
GTM,2021,6.9768
GTM,2022,7.44099
GIN,2000,4.74097
GIN,2001,4.88433
GIN,2002,5.35654
GIN,2003,4.77216
GIN,2004,4.77633
GIN,2005,4.03453
GIN,2006,3.61527
GIN,2007,3.48262
GIN,2008,3.26562
GIN,2009,3.58147
GIN,2010,3.42782
GIN,2011,3.78955
GIN,2012,3.50399
GIN,2013,3.46109
GIN,2014,4.78799
GIN,2015,5.80919
GIN,2016,5.39695
GIN,2017,3.91513
GIN,2018,3.73843
GIN,2019,4.08876
GIN,2020,3.90095
GIN,2021,3.71759
GIN,2022,3.95848
GNB,2000,4.18953
GNB,2001,4.53105
GNB,2002,3.96903
GNB,2003,3.53315
GNB,2004,4.27735
GNB,2005,4.55162
GNB,2006,5.08093
GNB,2007,5.03941
GNB,2008,5.45864
GNB,2009,4.73429
GNB,2010,5.26704
GNB,2011,6.21635
GNB,2012,5.94135
GNB,2013,7.03943
GNB,2014,9.96897
GNB,2015,8.13228
GNB,2016,8.32881
GNB,2017,7.0005
GNB,2018,7.28224
GNB,2019,7.17018
GNB,2020,9.02939
GNB,2021,8.16333
GNB,2022,8.11358
GUY,2000,3.18738
GUY,2001,3.05507
GUY,2002,3.19354
GUY,2003,3.26884
GUY,2004,3.4377
GUY,2005,3.7941
GUY,2006,3.93144
GUY,2007,4.28126
GUY,2008,4.20242
GUY,2009,4.35117
GUY,2010,4.21898
GUY,2011,4.17213
GUY,2012,3.70819
GUY,2013,3.80231
GUY,2014,3.94755
GUY,2015,4.02265
GUY,2016,4.01842
GUY,2017,4.31911
GUY,2018,4.90493
GUY,2019,4.90332
GUY,2020,5.41807
GUY,2021,4.9237
GUY,2022,3.00637
HTI,2000,3.99166
HTI,2001,3.75029
HTI,2002,3.4325
HTI,2003,3.53695
HTI,2004,3.42928
HTI,2005,3.30555
HTI,2006,3.48014
HTI,2007,3.64734
HTI,2008,3.75722
HTI,2009,3.50277
HTI,2010,4.54871
HTI,2011,5.91198
HTI,2012,5.56462
HTI,2013,4.10524
HTI,2014,4.52036
HTI,2015,5.07518
HTI,2016,4.80761
HTI,2017,3.81994
HTI,2018,4.3165
HTI,2019,3.91108
HTI,2020,3.22171
HTI,2021,3.44216
HTI,2022,3.20849
HND,2000,6.26818
HND,2001,5.92998
HND,2002,6.24458
HND,2003,6.89005
HND,2004,6.85484
HND,2005,7.50086
HND,2006,7.86319
HND,2007,8.08495
HND,2008,8.60363
HND,2009,8.99592
HND,2010,8.72536
HND,2011,8.79187
HND,2012,8.65655
HND,2013,8.47723
HND,2014,7.91456
HND,2015,7.48379
HND,2016,7.70945
HND,2017,7.00669
HND,2018,7.22821
HND,2019,7.28237
HND,2020,9.0351
HND,2021,9.16102
HND,2022,8.2821
HUN,2000,6.77804
HUN,2001,6.82615
HUN,2002,7.12102
HUN,2003,8.12085
HUN,2004,7.75806
HUN,2005,7.98451
HUN,2006,7.77806
HUN,2007,7.20393
HUN,2008,7.0884
HUN,2009,7.22222
HUN,2010,7.44858
HUN,2011,7.48131
HUN,2012,7.41063
HUN,2013,7.23441
HUN,2014,7.04666
HUN,2015,6.85402
HUN,2016,6.98777
HUN,2017,6.74387
HUN,2018,6.57988
HUN,2019,6.28167
HUN,2020,7.2876
HUN,2021,7.38329
HUN,2022,6.68982
ISL,2000,8.89924
ISL,2001,8.75266
ISL,2002,9.40382
ISL,2003,9.7293
ISL,2004,9.32854
ISL,2005,8.94695
ISL,2006,8.55709
ISL,2007,8.35359
ISL,2008,8.34371
ISL,2009,8.77518
ISL,2010,8.36173
ISL,2011,8.25499
ISL,2012,8.23091
ISL,2013,8.22651
ISL,2014,8.29044
ISL,2015,8.13122
ISL,2016,8.15569
ISL,2017,8.32431
ISL,2018,8.43818
ISL,2019,8.63996
ISL,2020,9.67781
ISL,2021,9.78697
ISL,2022,9.28594
IND,2000,4.10568
IND,2001,4.33754
IND,2002,4.31453
IND,2003,4.07878
IND,2004,4.02679
IND,2005,3.85508
IND,2006,3.66902
IND,2007,3.58104
IND,2008,3.58856
IND,2009,3.54638
IND,2010,3.33626
IND,2011,3.24634
IND,2012,3.32935
IND,2013,3.74944
IND,2014,3.61957
IND,2015,3.59566
IND,2016,3.5043
IND,2017,2.93598
IND,2018,2.85849
IND,2019,2.953
IND,2020,3.34146
IND,2021,3.34681
IND,2022,3.30588
IDN,2000,1.85298
IDN,2001,2.1185
IDN,2002,1.98063
IDN,2003,2.24837
IDN,2004,2.12002
IDN,2005,2.53189
IDN,2006,2.61946
IDN,2007,2.82386
IDN,2008,2.54842
IDN,2009,2.62324
IDN,2010,2.79088
IDN,2011,2.98942
IDN,2012,2.91427
IDN,2013,2.86935
IDN,2014,2.96434
IDN,2015,2.92429
IDN,2016,3.02147
IDN,2017,2.90417
IDN,2018,2.86758
IDN,2019,2.87863
IDN,2020,3.42067
IDN,2021,3.70635
IDN,2022,2.69395
IRN,2000,4.72251
IRN,2001,5.16087
IRN,2002,4.65182
IRN,2003,4.95589
IRN,2004,5.12801
IRN,2005,5.29996
IRN,2006,5.15991
IRN,2007,4.91188
IRN,2008,5.0399
IRN,2009,6.11493
IRN,2010,6.29153
IRN,2011,6.09788
IRN,2012,6.12235
IRN,2013,5.54722
IRN,2014,6.3524
IRN,2015,7.53312
IRN,2016,7.99203
IRN,2017,7.83455
IRN,2018,7.73915
IRN,2019,6.27399
IRN,2020,5.4015
IRN,2021,5.77014
IRN,2022,5.34889
IRQ,2003,2.99694
IRQ,2004,3.90129
IRQ,2005,3.01705
IRQ,2006,2.4937
IRQ,2007,3.21481
IRQ,2008,3.06604
IRQ,2009,3.77204
IRQ,2010,3.23955
IRQ,2011,2.80316
IRQ,2012,2.69366
IRQ,2013,2.80868
IRQ,2014,2.78787
IRQ,2015,3.15587
IRQ,2016,4.58949
IRQ,2017,4.04065
IRQ,2018,4.12989
IRQ,2019,4.28183
IRQ,2020,5.76473
IRQ,2021,5.25096
IRQ,2022,4.29332
IRL,2000,5.89903
IRL,2001,6.39249
IRL,2002,6.67263
IRL,2003,7.00761
IRL,2004,7.21973
IRL,2005,7.64243
IRL,2006,7.51647
IRL,2007,7.80774
IRL,2008,9.12565
IRL,2009,10.52276
IRL,2010,10.52404
IRL,2011,10.59872
IRL,2012,10.62189
IRL,2013,10.28716
IRL,2014,9.49472
IRL,2015,7.32119
IRL,2016,7.4819
IRL,2017,7.10796
IRL,2018,6.47943
IRL,2019,6.71555
IRL,2020,7.06343
IRL,2021,6.59614
IRL,2022,6.11979
ISR,2000,6.61731
ISR,2001,7.01818
ISR,2002,6.92268
ISR,2003,6.85544
ISR,2004,6.8006
ISR,2005,6.90325
ISR,2006,6.70972
ISR,2007,6.69537
ISR,2008,6.8283
ISR,2009,6.91637
ISR,2010,6.88818
ISR,2011,6.83919
ISR,2012,6.97649
ISR,2013,6.95815
ISR,2014,7.04531
ISR,2015,7.02218
ISR,2016,7.09563
ISR,2017,7.17606
ISR,2018,7.22799
ISR,2019,7.17439
ISR,2020,7.7012
ISR,2021,7.6713
ISR,2022,7.34162
ITA,2000,7.56666
ITA,2001,7.73769
ITA,2002,7.86694
ITA,2003,7.83298
ITA,2004,8.16549
ITA,2005,8.33932
ITA,2006,8.43673
ITA,2007,8.13616
ITA,2008,8.53282
ITA,2009,8.95162
ITA,2010,8.91602
ITA,2011,8.77407
ITA,2012,8.78353
ITA,2013,8.77544
ITA,2014,8.86792
ITA,2015,8.85689
ITA,2016,8.72533
ITA,2017,8.67774
ITA,2018,8.68188
ITA,2019,8.65634
ITA,2020,9.62486
ITA,2021,9.3439
ITA,2022,9.02753
JAM,2000,5.64463
JAM,2001,5.15653
JAM,2002,4.74544
JAM,2003,4.22014
JAM,2004,4.80435
JAM,2005,4.54582
JAM,2006,4.20788
JAM,2007,5.32058
JAM,2008,5.61143
JAM,2009,5.14654
JAM,2010,5.29519
JAM,2011,5.23845
JAM,2012,4.88513
JAM,2013,4.95443
JAM,2014,5.16564
JAM,2015,5.6247
JAM,2016,5.70102
JAM,2017,6.14859
JAM,2018,5.96799
JAM,2019,6.09761
JAM,2020,6.6258
JAM,2021,7.18521
JAM,2022,7.77706
JPN,2000,7.03456
JPN,2001,7.23948
JPN,2002,7.35235
JPN,2003,7.48655
JPN,2004,7.53518
JPN,2005,7.65819
JPN,2006,7.68689
JPN,2007,7.77936
JPN,2008,8.08909
JPN,2009,8.95878
JPN,2010,9.06301
JPN,2011,10.4878
JPN,2012,10.67169
JPN,2013,10.67439
JPN,2014,10.72901
JPN,2015,10.7497
JPN,2016,10.65892
JPN,2017,10.65627
JPN,2018,10.73988
JPN,2019,10.96998
JPN,2020,11.20904
JPN,2021,11.18997
JPN,2022,11.42184
JOR,2000,9.34368
JOR,2001,9.57236
JOR,2002,9.27864
JOR,2003,8.78901
JOR,2004,8.74671
JOR,2005,8.49442
JOR,2006,7.67926
JOR,2007,7.90983
JOR,2008,8.48881
JOR,2009,9.22397
JOR,2010,8.17026
JOR,2011,8.14808
JOR,2012,7.818
JOR,2013,7.16592
JOR,2014,7.20893
JOR,2015,7.46096
JOR,2016,6.97644
JOR,2017,7.10954
JOR,2018,6.98295
JOR,2019,7.07245
JOR,2020,7.11578
JOR,2021,7.20183
JOR,2022,6.8282
KAZ,2000,4.16032
KAZ,2001,3.47098
KAZ,2002,3.61481
KAZ,2003,3.72335
KAZ,2004,3.98308
KAZ,2005,3.90173
KAZ,2006,3.39825
KAZ,2007,2.70315
KAZ,2008,3.0257
KAZ,2009,3.47356
KAZ,2010,2.73641
KAZ,2011,2.60237
KAZ,2012,3.03726
KAZ,2013,2.66287
KAZ,2014,2.97468
KAZ,2015,3.04051
KAZ,2016,3.42236
KAZ,2017,3.05244
KAZ,2018,2.81786
KAZ,2019,2.78746
KAZ,2020,3.75301
KAZ,2021,3.92459
KAZ,2022,3.74027
KEN,2000,3.62447
KEN,2001,3.73997
KEN,2002,3.82154
KEN,2003,4.0336
KEN,2004,4.21154
KEN,2005,4.21736
KEN,2006,5.01338
KEN,2007,5.12352
KEN,2008,5.19044
KEN,2009,5.29173
KEN,2010,5.3885
KEN,2011,5.20213
KEN,2012,5.01806
KEN,2013,4.931
KEN,2014,4.91267
KEN,2015,4.7644
KEN,2016,4.75429
KEN,2017,3.98598
KEN,2018,4.09903
KEN,2019,4.36875
KEN,2020,4.49249
KEN,2021,4.56525
KEN,2022,4.32604
KIR,2000,7.7738
KIR,2001,11.90548
KIR,2002,11.44029
KIR,2003,10.05061
KIR,2004,12.17176
KIR,2005,11.36302
KIR,2006,11.30852
KIR,2007,10.94545
KIR,2008,13.51429
KIR,2009,12.73889
KIR,2010,8.76667
KIR,2011,7.98947
KIR,2012,7.95
KIR,2013,8.70813
KIR,2014,8.95496
KIR,2015,7.21569
KIR,2016,9.04265
KIR,2017,9.68424
KIR,2018,10.89694
KIR,2019,10.166
KIR,2020,13.53
KIR,2021,11.654
KIR,2022,10.49855
KWT,2000,2.20363
KWT,2001,3.1872
KWT,2002,3.12442
KWT,2003,2.76043
KWT,2004,2.35702
KWT,2005,2.01331
KWT,2006,1.82131
KWT,2007,1.92674
KWT,2008,1.924
KWT,2009,2.70639
KWT,2010,2.6788
KWT,2011,2.33304
KWT,2012,2.33311
KWT,2013,2.48789
KWT,2014,2.916
KWT,2015,4.21498
KWT,2016,4.73096
KWT,2017,4.65327
KWT,2018,5.18863
KWT,2019,5.26273
KWT,2020,6.23488
KWT,2021,5.50188
KWT,2022,4.26876
KGZ,2000,4.41415
KGZ,2001,4.27703
KGZ,2002,4.5922
KGZ,2003,5.82382
KGZ,2004,6.20281
KGZ,2005,7.45011
KGZ,2006,8.31184
KGZ,2007,6.93211
KGZ,2008,6.52512
KGZ,2009,6.89873
KGZ,2010,6.95027
KGZ,2011,7.10729
KGZ,2012,8.50966
KGZ,2013,8.18745
KGZ,2014,7.35766
KGZ,2015,7.14931
KGZ,2016,6.41248
KGZ,2017,6.18586
KGZ,2018,5.01031
KGZ,2019,4.25462
KGZ,2020,4.94804
KGZ,2021,5.35275
KGZ,2022,4.92259
LAO,2000,4.27514
LAO,2001,4.29032
LAO,2002,3.69751
LAO,2003,4.47921
LAO,2004,3.54057
LAO,2005,3.33673
LAO,2006,2.93201
LAO,2007,3.12986
LAO,2008,2.76727
LAO,2009,3.463
LAO,2010,2.91155
LAO,2011,1.94458
LAO,2012,2.07638
LAO,2013,2.39985
LAO,2014,2.29846
LAO,2015,2.45366
LAO,2016,2.36087
LAO,2017,2.52607
LAO,2018,2.2463
LAO,2019,2.60312
LAO,2020,2.05965
LAO,2021,2.74392
LAO,2022,2.01825
LVA,2000,5.43338
LVA,2001,5.77004
LVA,2002,5.76281
LVA,2003,5.47935
LVA,2004,6.20221
LVA,2005,5.83247
LVA,2006,5.70438
LVA,2007,5.5135
LVA,2008,5.58478
LVA,2009,6.09759
LVA,2010,6.09744
LVA,2011,5.72401
LVA,2012,5.41048
LVA,2013,5.40875
LVA,2014,5.4634
LVA,2015,5.65212
LVA,2016,6.13326
LVA,2017,5.96543
LVA,2018,6.18868
LVA,2019,6.63697
LVA,2020,7.28521
LVA,2021,9.10995
LVA,2022,7.62168
LBN,2000,10.82951
LBN,2001,10.56255
LBN,2002,9.28234
LBN,2003,8.6711
LBN,2004,7.99923
LBN,2005,7.54868
LBN,2006,8.66058
LBN,2007,8.55984
LBN,2008,7.81752
LBN,2009,7.00736
LBN,2010,7.43864
LBN,2011,8.17744
LBN,2012,7.0042
LBN,2013,7.06742
LBN,2014,7.52181
LBN,2015,7.41597
LBN,2016,7.92386
LBN,2017,7.80397
LBN,2018,8.07092
LBN,2019,8.69368
LBN,2020,7.57651
LBN,2021,4.85635
LBN,2022,5.735
LSO,2000,5.15633
LSO,2001,6.59076
LSO,2002,5.86442
LSO,2003,5.33755
LSO,2004,5.24659
LSO,2005,4.67453
LSO,2006,5.40532
LSO,2007,7.22252
LSO,2008,7.66648
LSO,2009,8.95298
LSO,2010,7.64084
LSO,2011,9.07555
LSO,2012,10.04389
LSO,2013,10.99587
LSO,2014,9.99925
LSO,2015,9.2966
LSO,2016,9.24264
LSO,2017,10.57478
LSO,2018,11.1686
LSO,2019,21.96987
LSO,2020,10.45941
LSO,2021,10.8137
LSO,2022,12.65128
LBR,2000,2.87913
LBR,2001,2.27907
LBR,2002,2.28036
LBR,2003,2.66177
LBR,2004,6.33816
LBR,2005,7.14322
LBR,2006,6.06892
LBR,2007,4.32794
LBR,2008,5.99616
LBR,2009,11.57164
LBR,2010,10.35445
LBR,2011,9.71053
LBR,2012,8.15445
LBR,2013,7.08146
LBR,2014,8.76284
LBR,2015,10.4595
LBR,2016,9.88515
LBR,2017,10.44922
LBR,2018,10.78197
LBR,2019,8.38326
LBR,2020,12.90504
LBR,2021,13.83844
LBR,2022,13.47386
LBY,2000,3.31909
LBY,2001,3.92572
LBY,2002,4.73818
LBY,2003,3.97301
LBY,2004,3.38328
LBY,2005,2.51707
LBY,2006,2.29996
LBY,2007,2.4193
LBY,2008,2.24442
LBY,2009,3.58288
LBY,2010,3.28064
LBY,2011,4.01902
LBY,2012,3.95612
LBY,2013,4.97549
LBY,2014,5.17778
LBY,2015,5.80639
