Code,Year,"Share of population in poverty ($3 a day, 2021 prices)",Population (historical),World regions according to OWID
DNK,-3000,,6585,
DNK,-2000,,7316,
DNK,-1000,,8129,
DNK,0,,200000,
DNK,100,,220000,
DNK,200,,240000,
DNK,300,,260000,
DNK,400,,280000,
DNK,500,,300000,
DNK,600,,320000,
DNK,700,,340000,
DNK,800,,360000,
DNK,900,,377587,
DNK,1000,,400000,
DNK,1100,,466963,
DNK,1200,,535422,
DNK,1300,,600000,
DNK,1400,,400000,
DNK,1500,,600000,
DNK,1600,,700000,
DNK,1700,,800000,
DNK,1710,,815422,
DNK,1720,,831743,
DNK,1730,,848860,
DNK,1740,,866863,
DNK,1750,,885854,
DNK,1760,,920000,
DNK,1770,,940000,
DNK,1780,,960000,
DNK,1790,,980000,
DNK,1800,,1000000,
DNK,1801,,1007231,
DNK,1802,,1014514,
DNK,1803,,1021850,
DNK,1804,,1029239,
DNK,1805,,1036682,
DNK,1806,,1044178,
DNK,1807,,1051729,
DNK,1808,,1059334,
DNK,1809,,1066994,
DNK,1810,,1074765,
DNK,1811,,1082537,
DNK,1812,,1090365,
DNK,1813,,1098249,
DNK,1814,,1106191,
DNK,1815,,1114189,
DNK,1816,,1122246,
DNK,1817,,1130361,
DNK,1818,,1138535,
DNK,1819,,1147355,
DNK,1820,,1156833,
DNK,1821,,1166978,
DNK,1822,,1177802,
DNK,1823,,1189315,
DNK,1824,,1200941,
DNK,1825,,1212680,
DNK,1826,,1224534,
DNK,1827,,1236504,
DNK,1828,,1248591,
DNK,1829,,1259939,
DNK,1830,,1270537,
DNK,1831,,1280370,
DNK,1832,,1289426,
DNK,1833,,1297692,
DNK,1834,,1306011,
DNK,1835,,1314383,
DNK,1836,,1322809,
DNK,1837,,1331288,
DNK,1838,,1339823,
DNK,1839,,1349386,
DNK,1840,,1359996,
DNK,1841,,1371667,
DNK,1842,,1384418,
DNK,1843,,1398265,
DNK,1844,,1412250,
DNK,1845,,1426375,
DNK,1846,,1440642,
DNK,1847,,1455051,
DNK,1848,,1469604,
DNK,1849,,1485029,
DNK,1850,,1501343,
DNK,1851,,1518598,
DNK,1852,,1536779,
DNK,1853,,1555906,
DNK,1854,,1575270,
DNK,1855,,1594876,
DNK,1856,,1614726,
DNK,1857,,1634822,
DNK,1858,,1655169,
DNK,1859,,1675212,
DNK,1860,,1694942,
DNK,1861,,1714348,
DNK,1862,,1733420,
DNK,1863,,1752148,
DNK,1864,,1771078,
DNK,1865,,1790213,
DNK,1866,,1809555,
DNK,1867,,1829106,
DNK,1868,,1848868,
DNK,1869,,1868465,
DNK,1870,,1887891,
DNK,1871,,1907142,
DNK,1872,,1926211,
DNK,1873,,1945092,
DNK,1874,,1964159,
DNK,1875,,1983412,
DNK,1876,,2002855,
DNK,1877,,2022487,
DNK,1878,,2042313,
DNK,1879,,2062337,
DNK,1880,,2082563,
DNK,1881,,2102992,
DNK,1882,,2123627,
DNK,1883,,2144469,
DNK,1884,,2165515,
DNK,1885,,2186768,
DNK,1886,,2208230,
DNK,1887,,2229902,
DNK,1888,,2251787,
DNK,1889,,2274474,
DNK,1890,,2297977,
DNK,1891,,2322311,
DNK,1892,,2347490,
DNK,1893,,2373530,
DNK,1894,,2399859,
DNK,1895,,2426480,
DNK,1896,,2453397,
DNK,1897,,2480612,
DNK,1898,,2508128,
DNK,1899,,2536365,
DNK,1900,,2565333,
DNK,1901,,2595047,
DNK,1902,,2625520,
DNK,1903,,2656765,
DNK,1904,,2688382,
DNK,1905,,2720375,
DNK,1906,,2752749,
DNK,1907,,2785508,
DNK,1908,,2818657,
DNK,1909,,2852179,
DNK,1910,,2886076,
DNK,1911,,2920355,
DNK,1912,,2955018,
DNK,1913,,2990070,
DNK,1914,,3025539,
DNK,1915,,3061428,
DNK,1916,,3097742,
DNK,1917,,3134488,
DNK,1918,,3171600,
DNK,1919,,3207237,
DNK,1920,,3241362,
DNK,1921,,3273940,
DNK,1922,,3304937,
DNK,1923,,3334316,
DNK,1924,,3363956,
DNK,1925,,3393860,
DNK,1926,,3424029,
DNK,1927,,3454467,
DNK,1928,,3485175,
DNK,1929,,3515454,
DNK,1930,,3545296,
DNK,1931,,3574690,
DNK,1932,,3603628,
DNK,1933,,3632099,
DNK,1934,,3660794,
DNK,1935,,3689717,
DNK,1936,,3718868,
DNK,1937,,3748249,
DNK,1938,,3777862,
DNK,1939,,3810015,
DNK,1940,,3844754,
DNK,1941,,3882124,
DNK,1942,,3922171,
DNK,1943,,3964943,
DNK,1944,,4008181,
DNK,1945,,4051891,
DNK,1946,,4096077,
DNK,1947,,4140745,
DNK,1948,,4185901,
DNK,1949,,4228235,
DNK,1950,,4268408,
DNK,1951,,4300262,
DNK,1952,,4332237,
DNK,1953,,4369107,
DNK,1954,,4406404,
DNK,1955,,4438843,
DNK,1956,,4466342,
DNK,1957,,4489659,
DNK,1958,,4516072,
DNK,1959,,4548480,
DNK,1960,,4579347,
DNK,1961,,4611358,
DNK,1962,,4647466,
DNK,1963,,4684268,
DNK,1964,,4721889,
DNK,1965,,4758837,
DNK,1966,,4797199,
DNK,1967,,4835223,
DNK,1968,,4864801,
DNK,1969,,4891798,
DNK,1970,,4928674,
DNK,1971,,4963064,
DNK,1972,,4991569,
DNK,1973,,5021765,
DNK,1974,,5045639,
DNK,1975,,5060403,
DNK,1976,,5072803,
DNK,1977,,5088571,
DNK,1978,,5104341,
DNK,1979,,5116862,
DNK,1980,,5123079,
DNK,1981,,5121628,
DNK,1982,,5117897,
DNK,1983,,5114468,
DNK,1984,,5111831,
DNK,1985,,5113878,
DNK,1986,,5120691,
DNK,1988,,5129650,
DNK,1989,,5132717,
DNK,1990,,5141024,
DNK,1991,,5154346,
DNK,1993,,5188638,
DNK,1994,,5206188,
DNK,1996,,5263071,
DNK,1997,,5285041,
DNK,1998,,5304263,
DNK,1999,,5321814,
DNK,2001,,5358825,
DNK,2002,,5375967,
DJI,2002,32.329914,795576,
DJI,2012,26.37515,966754,
DJI,2013,31.249151,984833,
DJI,2017,25.36088,1054844,
DJI,-10000,,143,
DJI,-9000,,215,
DJI,-8000,,322,
DJI,-7000,,483,
DJI,-6000,,725,
DJI,-5000,,1088,
DJI,-4000,,1633,
DJI,-3000,,2450,
DJI,-2000,,3675,
DJI,-1000,,5512,
DJI,0,,8269,
DJI,100,,8438,
DJI,200,,8610,
DJI,300,,8786,
DJI,400,,8965,
DJI,500,,9148,
DJI,600,,9335,
DJI,700,,9525,
DJI,800,,9720,
DJI,900,,10260,
DJI,1000,,10800,
DJI,1100,,12960,
DJI,1200,,15120,
DJI,1300,,17280,
DJI,1400,,19440,
DJI,1500,,21600,
DJI,1600,,22950,
DJI,1700,,24300,
DJI,1710,,24790,
DJI,1720,,25030,
DJI,1730,,25283,
DJI,1740,,25550,
DJI,1750,,25833,
DJI,1760,,26133,
DJI,1770,,26453,
DJI,1780,,26796,
DJI,1790,,27163,
DJI,1800,,22848,
DJI,1801,,22848,
DJI,1802,,22848,
DJI,1803,,22848,
DJI,1804,,22848,
DJI,1805,,22848,
DJI,1806,,22848,
DJI,1807,,22848,
DJI,1808,,22848,
DJI,1809,,22848,
DJI,1810,,22848,
DJI,1811,,22848,
DJI,1812,,22848,
DJI,1813,,22848,
DJI,1814,,22848,
DJI,1815,,22848,
DJI,1816,,22848,
DJI,1817,,22848,
DJI,1818,,22848,
DJI,1819,,22936,
DJI,1820,,23113,
DJI,1821,,23381,
DJI,1822,,23742,
DJI,1823,,24198,
DJI,1824,,24662,
DJI,1825,,25135,
DJI,1826,,25618,
DJI,1827,,26110,
DJI,1828,,26611,
DJI,1829,,27121,
DJI,1830,,27642,
DJI,1831,,28172,
DJI,1832,,28713,
DJI,1833,,29264,
DJI,1834,,29826,
DJI,1835,,30398,
DJI,1836,,30982,
DJI,1837,,31576,
DJI,1838,,32182,
DJI,1839,,32800,
DJI,1840,,33429,
DJI,1841,,34071,
DJI,1842,,34725,
DJI,1843,,35391,
DJI,1844,,36071,
DJI,1845,,36763,
DJI,1846,,37469,
DJI,1847,,38188,
DJI,1848,,38921,
DJI,1849,,39512,
DJI,1850,,39961,
DJI,1851,,40259,
DJI,1852,,40408,
DJI,1853,,40405,
DJI,1854,,40402,
DJI,1855,,40399,
DJI,1856,,40396,
DJI,1857,,40392,
DJI,1858,,40389,
DJI,1859,,40386,
DJI,1860,,40383,
DJI,1861,,40380,
DJI,1862,,40377,
DJI,1863,,40374,
DJI,1864,,40371,
DJI,1865,,40367,
DJI,1866,,40364,
DJI,1867,,40361,
DJI,1868,,40358,
DJI,1869,,40363,
DJI,1870,,40376,
DJI,1871,,40397,
DJI,1872,,40426,
DJI,1873,,40464,
DJI,1874,,40501,
DJI,1875,,40538,
DJI,1876,,40576,
DJI,1877,,40613,
DJI,1878,,40651,
DJI,1879,,40688,
DJI,1880,,40726,
DJI,1881,,40763,
DJI,1882,,40801,
DJI,1883,,40839,
DJI,1884,,40876,
DJI,1885,,40914,
DJI,1886,,40952,
DJI,1887,,40989,
DJI,1888,,41027,
DJI,1889,,41082,
DJI,1890,,41152,
DJI,1891,,41240,
DJI,1892,,41344,
DJI,1893,,41465,
DJI,1894,,41586,
DJI,1895,,41707,
DJI,1896,,41829,
DJI,1897,,41952,
DJI,1898,,42074,
DJI,1899,,42197,
DJI,1900,,42320,
DJI,1901,,42444,
DJI,1902,,42568,
DJI,1903,,42692,
DJI,1904,,42817,
DJI,1905,,42942,
DJI,1906,,43068,
DJI,1907,,43194,
DJI,1908,,43320,
DJI,1909,,43438,
DJI,1910,,43547,
DJI,1911,,43648,
DJI,1912,,43741,
DJI,1913,,43825,
DJI,1914,,43909,
DJI,1915,,43994,
DJI,1916,,44078,
DJI,1917,,44163,
DJI,1918,,44251,
DJI,1919,,44411,
DJI,1920,,44643,
DJI,1921,,44947,
DJI,1922,,45326,
DJI,1923,,45779,
DJI,1924,,46237,
DJI,1925,,46699,
DJI,1926,,47166,
DJI,1927,,47638,
DJI,1928,,48114,
DJI,1929,,48576,
DJI,1930,,49022,
DJI,1931,,49453,
DJI,1932,,49868,
DJI,1933,,50267,
DJI,1934,,50669,
DJI,1935,,51074,
DJI,1936,,51483,
DJI,1937,,51895,
DJI,1938,,52310,
DJI,1939,,52803,
DJI,1940,,53375,
DJI,1941,,54029,
DJI,1942,,54766,
DJI,1943,,55587,
DJI,1944,,56421,
DJI,1945,,57267,
DJI,1946,,58126,
DJI,1947,,58998,
DJI,1948,,59883,
DJI,1949,,60992,
DJI,1950,,62349,
DJI,1951,,64326,
DJI,1952,,66371,
DJI,1953,,68501,
DJI,1954,,70723,
DJI,1955,,73023,
DJI,1956,,75403,
DJI,1957,,77884,
DJI,1958,,80457,
DJI,1959,,83102,
DJI,1960,,86040,
DJI,1961,,89407,
DJI,1962,,93305,
DJI,1963,,97887,
DJI,1964,,103214,
DJI,1965,,109108,
DJI,1966,,115284,
DJI,1967,,121659,
DJI,1968,,128264,
DJI,1969,,136090,
DJI,1970,,145188,
DJI,1971,,155152,
DJI,1972,,166268,
DJI,1973,,178460,
DJI,1974,,192622,
DJI,1975,,209922,
DJI,1976,,230747,
DJI,1977,,254629,
DJI,1978,,280042,
DJI,1979,,304525,
DJI,1980,,325822,
DJI,1981,,343056,
DJI,1982,,356887,
DJI,1983,,369558,
DJI,1984,,384072,
DJI,1985,,402691,
DJI,1986,,426345,
DJI,1987,,454409,
DJI,1988,,484531,
DJI,1989,,523362,
DJI,1990,,579544,
DJI,1991,,631096,
DJI,1992,,626016,
DJI,1993,,614247,
DJI,1994,,626717,
DJI,1995,,633075,
DJI,1996,,648354,
DJI,1997,,671826,
DJI,1998,,699355,
DJI,1999,,724228,
DJI,2000,,747326,
DJI,2001,,771311,
DJI,2003,,813528,
DJI,2004,,826133,
DJI,2005,,839174,
DJI,2006,,855767,
DJI,2007,,874530,
DJI,2008,,892739,
DJI,2009,,911524,
DJI,2010,,930252,
DJI,2011,,948565,
DJI,2014,,1002720,
DJI,2015,,1020316,
DJI,2016,,1037660,
DJI,2018,,1071886,
DJI,2019,,1088710,
DJI,2020,,1105193,
DJI,2021,,1121251,
DJI,2022,,1137101,
DJI,2023,,1152951,Africa
DMA,-5000,,1,
DMA,-4000,,2,
DMA,-3000,,5,
DMA,-2000,,11,
DMA,-1000,,23,
DMA,0,,47,
DMA,100,,59,
DMA,200,,74,
DMA,300,,93,
DMA,400,,117,
DMA,500,,146,
DMA,600,,182,
DMA,700,,228,
DMA,800,,285,
DMA,900,,357,
DMA,1000,,446,
DMA,1100,,558,
DMA,1200,,697,
DMA,1300,,871,
DMA,1400,,1089,
DMA,1500,,1362,
DMA,1600,,1703,
DMA,1700,,2128,
DMA,1710,,2483,
DMA,1720,,2897,
DMA,1730,,3380,
DMA,1740,,3944,
DMA,1750,,4601,
DMA,1760,,5368,
DMA,1770,,6262,
DMA,1780,,7306,
DMA,1790,,8524,
DMA,1800,,19950,
DMA,1801,,19950,
DMA,1802,,19950,
DMA,1803,,19950,
DMA,1804,,19950,
DMA,1805,,19950,
DMA,1806,,19950,
DMA,1807,,19950,
DMA,1808,,19950,
DMA,1809,,19950,
DMA,1810,,19950,
DMA,1811,,19950,
DMA,1812,,19950,
DMA,1813,,19950,
DMA,1814,,19950,
DMA,1815,,19950,
DMA,1816,,19950,
DMA,1817,,19950,
DMA,1818,,19950,
DMA,1819,,19970,
DMA,1820,,20009,
DMA,1821,,20068,
DMA,1822,,20147,
DMA,1823,,20245,
DMA,1824,,20345,
DMA,1825,,20444,
DMA,1826,,20545,
DMA,1827,,20645,
DMA,1828,,20747,
DMA,1829,,20848,
DMA,1830,,20950,
DMA,1831,,21053,
DMA,1832,,21156,
DMA,1833,,21260,
DMA,1834,,21364,
DMA,1835,,21469,
DMA,1836,,21574,
DMA,1837,,21680,
DMA,1838,,21786,
DMA,1839,,21900,
DMA,1840,,22021,
DMA,1841,,22149,
DMA,1842,,22284,
DMA,1843,,22427,
DMA,1844,,22571,
DMA,1845,,22715,
DMA,1846,,22861,
DMA,1847,,23008,
DMA,1848,,23155,
DMA,1849,,23304,
DMA,1850,,23453,
DMA,1851,,23593,
DMA,1852,,23734,
DMA,1853,,23876,
DMA,1854,,24018,
DMA,1855,,24162,
DMA,1856,,24306,
DMA,1857,,24451,
DMA,1858,,24597,
DMA,1859,,24750,
DMA,1860,,24911,
DMA,1861,,25080,
DMA,1862,,25256,
DMA,1863,,25440,
DMA,1864,,25625,
DMA,1865,,25811,
DMA,1866,,25999,
DMA,1867,,26189,
DMA,1868,,26379,
DMA,1869,,26549,
DMA,1870,,26699,
DMA,1871,,26828,
DMA,1872,,26935,
DMA,1873,,27021,
DMA,1874,,27108,
DMA,1875,,27194,
DMA,1876,,27281,
DMA,1877,,27369,
DMA,1878,,27456,
DMA,1879,,27504,
DMA,1880,,27511,
DMA,1881,,27479,
DMA,1882,,27407,
DMA,1883,,27296,
DMA,1884,,27185,
DMA,1885,,27074,
DMA,1886,,26963,
DMA,1887,,26854,
DMA,1888,,26744,
DMA,1889,,26693,
DMA,1890,,26699,
DMA,1891,,26763,
DMA,1892,,26886,
DMA,1893,,27066,
DMA,1894,,27248,
DMA,1895,,27431,
DMA,1896,,27616,
DMA,1897,,27801,
DMA,1898,,27988,
DMA,1899,,28227,
DMA,1900,,28518,
DMA,1901,,28862,
DMA,1902,,29262,
DMA,1903,,29718,
DMA,1904,,30181,
DMA,1905,,30651,
DMA,1906,,31128,
DMA,1907,,31613,
DMA,1908,,32106,
DMA,1909,,32556,
DMA,1910,,32963,
DMA,1911,,33325,
DMA,1912,,33642,
DMA,1913,,33912,
DMA,1914,,34185,
DMA,1915,,34460,
DMA,1916,,34737,
DMA,1917,,35016,
DMA,1918,,35313,
DMA,1919,,35661,
DMA,1920,,36060,
DMA,1921,,36512,
DMA,1922,,37017,
DMA,1923,,37578,
DMA,1924,,38146,
DMA,1925,,38724,
DMA,1926,,39310,
DMA,1927,,39906,
DMA,1928,,40510,
DMA,1929,,41089,
DMA,1930,,41643,
DMA,1931,,42170,
DMA,1932,,42670,
DMA,1933,,43142,
DMA,1934,,43619,
DMA,1935,,44102,
DMA,1936,,44590,
DMA,1937,,45083,
DMA,1938,,45581,
DMA,1939,,46047,
DMA,1940,,46479,
DMA,1941,,46876,
DMA,1942,,47238,
DMA,1943,,47565,
DMA,1944,,47893,
DMA,1945,,48225,
DMA,1946,,48558,
DMA,1947,,48894,
DMA,1948,,49231,
DMA,1949,,49662,
DMA,1950,,50219,
DMA,1951,,50464,
DMA,1952,,50862,
DMA,1953,,51401,
DMA,1954,,52103,
DMA,1955,,52974,
DMA,1956,,54006,
DMA,1957,,55216,
DMA,1958,,56606,
DMA,1959,,58123,
DMA,1960,,59386,
DMA,1961,,60230,
DMA,1962,,60969,
DMA,1963,,61759,
DMA,1964,,62602,
DMA,1965,,63522,
DMA,1966,,64522,
DMA,1967,,65598,
DMA,1968,,66751,
DMA,1969,,67956,
DMA,1970,,68927,
DMA,1971,,69548,
DMA,1972,,70072,
DMA,1973,,70603,
DMA,1974,,71106,
DMA,1975,,71589,
DMA,1976,,72036,
DMA,1977,,72424,
DMA,1978,,72741,
DMA,1979,,72978,
DMA,1980,,73102,
DMA,1981,,73004,
DMA,1982,,72704,
DMA,1983,,72385,
DMA,1984,,72075,
DMA,1985,,71768,
DMA,1986,,71426,
DMA,1987,,71044,
DMA,1988,,70628,
DMA,1989,,70171,
DMA,1990,,69644,
DMA,1991,,69321,
DMA,1992,,69344,
DMA,1993,,69453,
DMA,1994,,69493,
DMA,1995,,69490,
DMA,1996,,69422,
DMA,1997,,69315,
DMA,1998,,69144,
DMA,1999,,68883,
DMA,2000,,68527,
DMA,2001,,68299,
DMA,2002,,68385,
DMA,2003,,68552,
DMA,2004,,68664,
DMA,2005,,68750,
DMA,2006,,68823,
DMA,2007,,68862,
DMA,2008,,68866,
DMA,2009,,68879,
DMA,2010,,68872,
DMA,2011,,69073,
DMA,2012,,69138,
DMA,2013,,69733,
DMA,2014,,70387,
DMA,2015,,70429,
DMA,2016,,69627,
DMA,2017,,68514,
DMA,2018,,68195,
DMA,2019,,67901,
DMA,2020,,67588,
DMA,2021,,67222,
DMA,2022,,66847,
DMA,2023,,66531,North America
DOM,1986,8.717,6571213,
DOM,1989,20.961,7002300,
DOM,1992,9.978,7447476,
DOM,1996,7.9587755,8032895,
DOM,1997,8.143426,8174081,
DOM,2000,8.262825,8584196,
DOM,2001,6.583979,8720287,
DOM,2002,9.004073,8852231,
DOM,2003,10.6751375,8980626,
DOM,2004,14.634866,9104889,
DOM,2005,9.854728,9225035,
DOM,2006,8.117019,9341187,
DOM,2007,7.8263493,9455663,
DOM,2008,7.14287,9573135,
DOM,2009,6.326564,9695270,
DOM,2010,5.546935,9820180,
DOM,2011,5.337238,9945623,
DOM,2012,5.430507,10070409,
DOM,2013,4.425707,10193838,
DOM,2014,4.1287045,10315523,
DOM,2015,3.267557,10434826,
DOM,2016,2.9633386,10551430,
DOM,2017,1.5202537,10666846,
DOM,2018,1.1012305,10782048,
DOM,2019,1.008983,10894043,
DOM,2020,1.3026447,11008298,
DOM,2021,1.2714583,11123480,
DOM,2022,0.95548296,11230734,
DOM,2023,1.2726033,11331269,North America
DOM,2024,0.77533007,,
DOM,-10000,,755,
DOM,-9000,,944,
DOM,-8000,,1180,
DOM,-7000,,1475,
DOM,-6000,,1844,
DOM,-5000,,2305,
DOM,-4000,,2882,
DOM,-3000,,3602,
DOM,-2000,,4503,
DOM,-1000,,5629,
DOM,0,,7036,
DOM,100,,8796,
DOM,200,,10995,
DOM,300,,13743,
DOM,400,,17179,
DOM,500,,21474,
DOM,600,,26843,
DOM,700,,33554,
DOM,800,,41943,
DOM,900,,52428,
DOM,1000,,65536,
DOM,1100,,81920,
DOM,1200,,102400,
DOM,1300,,128000,
DOM,1400,,160000,
DOM,1500,,200000,
DOM,1600,,97966,
DOM,1700,,102048,
DOM,1710,,106300,
DOM,1720,,110729,
DOM,1730,,115343,
DOM,1740,,120149,
DOM,1750,,125155,
DOM,1760,,130370,
DOM,1770,,135802,
DOM,1780,,141460,
DOM,1790,,147355,
DOM,1800,,150000,
DOM,1801,,146136,
DOM,1802,,142371,
DOM,1803,,138703,
DOM,1804,,135130,
DOM,1805,,131649,
DOM,1806,,128257,
DOM,1807,,124953,
DOM,1808,,121734,
DOM,1809,,118598,
DOM,1810,,115621,
DOM,1811,,112642,
DOM,1812,,109740,
DOM,1813,,106913,
DOM,1814,,104159,
DOM,1815,,101475,
DOM,1816,,98861,
DOM,1817,,96314,
DOM,1818,,93833,
DOM,1819,,92170,
DOM,1820,,91318,
DOM,1821,,91267,
DOM,1822,,92011,
DOM,1823,,93542,
DOM,1824,,95098,
DOM,1825,,96680,
DOM,1826,,98288,
DOM,1827,,99923,
DOM,1828,,101585,
DOM,1829,,103275,
DOM,1830,,104994,
DOM,1831,,106740,
DOM,1832,,108516,
DOM,1833,,110321,
DOM,1834,,112156,
DOM,1835,,114022,
DOM,1836,,115919,
DOM,1837,,117848,
DOM,1838,,119808,
DOM,1839,,121801,
DOM,1840,,123827,
DOM,1841,,125887,
DOM,1842,,127982,
DOM,1843,,130111,
DOM,1844,,132275,
DOM,1845,,134476,
DOM,1846,,136713,
DOM,1847,,138987,
DOM,1848,,141299,
DOM,1849,,143911,
DOM,1850,,146835,
DOM,1851,,150110,
DOM,1852,,153723,
DOM,1853,,157686,
DOM,1854,,161751,
DOM,1855,,165921,
DOM,1856,,170199,
DOM,1857,,174587,
DOM,1858,,179087,
DOM,1859,,183704,
DOM,1860,,188440,
DOM,1861,,193298,
DOM,1862,,198281,
DOM,1863,,203393,
DOM,1864,,208637,
DOM,1865,,214015,
DOM,1866,,219533,
DOM,1867,,225192,
DOM,1868,,230998,
DOM,1869,,236948,
DOM,1870,,243047,
DOM,1871,,249299,
DOM,1872,,255706,
DOM,1873,,262274,
DOM,1874,,269011,
DOM,1875,,275920,
DOM,1876,,283007,
DOM,1877,,290276,
DOM,1878,,297732,
DOM,1879,,305379,
DOM,1880,,313223,
DOM,1881,,321268,
DOM,1882,,329520,
DOM,1883,,337983,
DOM,1884,,346664,
DOM,1885,,355568,
DOM,1886,,364701,
DOM,1887,,374068,
DOM,1888,,383676,
DOM,1889,,393530,
DOM,1890,,403638,
DOM,1891,,414005,
DOM,1892,,424638,
DOM,1893,,435545,
DOM,1894,,446732,
DOM,1895,,458206,
DOM,1896,,469974,
DOM,1897,,482045,
DOM,1898,,494426,
DOM,1899,,507530,
DOM,1900,,521386,
DOM,1901,,536027,
DOM,1902,,551487,
DOM,1903,,567798,
DOM,1904,,584591,
DOM,1905,,601881,
DOM,1906,,619683,
DOM,1907,,638011,
DOM,1908,,656881,
DOM,1909,,675671,
DOM,1910,,694364,
DOM,1911,,712939,
DOM,1912,,731376,
DOM,1913,,749655,
DOM,1914,,768390,
DOM,1915,,787593,
DOM,1916,,807277,
DOM,1917,,827452,
DOM,1918,,847974,
DOM,1919,,871059,
DOM,1920,,896843,
DOM,1921,,925472,
DOM,1922,,957096,
DOM,1923,,991872,
DOM,1924,,1027911,
DOM,1925,,1065260,
DOM,1926,,1103966,
DOM,1927,,1144078,
DOM,1928,,1185648,
DOM,1929,,1226900,
DOM,1930,,1267768,
DOM,1931,,1308185,
DOM,1932,,1348076,
DOM,1933,,1387366,
DOM,1934,,1427801,
DOM,1935,,1469414,
DOM,1936,,1512240,
DOM,1937,,1556315,
DOM,1938,,1601674,
DOM,1939,,1650215,
DOM,1940,,1702095,
DOM,1941,,1757479,
DOM,1942,,1816537,
DOM,1943,,1879448,
DOM,1944,,1944537,
DOM,1945,,2011881,
DOM,1946,,2081558,
DOM,1947,,2153647,
DOM,1948,,2228233,
DOM,1949,,2304259,
DOM,1950,,2379896,
DOM,1951,,2450150,
DOM,1952,,2525056,
DOM,1953,,2604818,
DOM,1954,,2689101,
DOM,1955,,2777636,
DOM,1956,,2870034,
DOM,1957,,2965778,
DOM,1958,,3064350,
DOM,1959,,3165304,
DOM,1960,,3268341,
DOM,1961,,3373237,
DOM,1962,,3479940,
DOM,1963,,3588293,
DOM,1964,,3698563,
DOM,1965,,3808965,
DOM,1966,,3921849,
DOM,1967,,4038932,
DOM,1968,,4157191,
DOM,1969,,4277039,
DOM,1970,,4399294,
DOM,1971,,4524238,
DOM,1972,,4651892,
DOM,1973,,4782235,
DOM,1974,,4914198,
DOM,1975,,5046783,
DOM,1976,,5180404,
DOM,1977,,5315446,
DOM,1978,,5451891,
DOM,1979,,5589694,
DOM,1980,,5729043,
DOM,1981,,5868459,
DOM,1982,,6007115,
DOM,1983,,6147244,
DOM,1984,,6289048,
DOM,1985,,6430404,
DOM,1987,,6712519,
DOM,1988,,6855737,
DOM,1990,,7151165,
DOM,1991,,7299849,
DOM,1993,,7594567,
DOM,1994,,7741694,
DOM,1995,,7888120,
DOM,1998,,8310369,
DOM,1999,,8446207,
,2023,,,Europe
,2023,,,Europe
,1990,66.96667,,
,1991,65.90702,,
,1992,64.21892,,
,1993,62.502216,,
,1994,58.723038,,
,1995,55.181015,,
,1996,51.646393,,
,1997,51.000587,,
,1998,51.478027,,
,1999,49.098423,,
,2000,46.76367,,
,2001,44.240734,,
,2002,40.243454,,
,2003,36.469193,,
,2004,33.067245,,
,2005,28.998014,,
,2006,27.838581,,
,2007,25.172096,,
,2008,23.489569,,
,2009,21.461061,,
,2010,18.84473,,
,2011,15.510421,,
,2012,13.456938,,
,2013,9.096799,,
,2014,7.8436284,,
,2015,6.1312685,,
,2016,5.0779915,,
,2017,4.197288,,
,2018,3.3167214,,
,2019,2.5870106,,
,2020,2.7275295,,
,2021,2.628998,,
,2022,2.4243207,,
,2023,2.202161,,
,2024,1.995938,,
,2025,1.8791537,,
OWID_GDR,1800,,5774000,
OWID_GDR,1820,,5774000,
OWID_GDR,1870,,9095000,
OWID_GDR,1913,,15080000,
OWID_GDR,1936,,15610000,
OWID_GDR,1950,,18390000,
OWID_GDR,1973,,16890000,
OWID_GDR,1990,,16110000,
OWID_GDR,2023,,,Europe
TLS,2001,55.706287,812253,
TLS,2007,60.125923,1004898,
TLS,2014,43.935608,1181913,
TLS,-10000,,387,
TLS,-9000,,484,
TLS,-8000,,605,
TLS,-7000,,756,
TLS,-6000,,946,
TLS,-5000,,1182,
TLS,-4000,,1478,
TLS,-3000,,1847,
TLS,-2000,,2309,
TLS,-1000,,2887,
TLS,0,,3608,
TLS,100,,4511,
TLS,200,,5638,
TLS,300,,7048,
TLS,400,,8810,
TLS,500,,11013,
TLS,600,,13766,
TLS,700,,17208,
TLS,800,,21510,
TLS,900,,26887,
TLS,1000,,33609,
TLS,1100,,42012,
TLS,1200,,52515,
TLS,1300,,65643,
TLS,1400,,82054,
TLS,1500,,102568,
TLS,1600,,128210,
TLS,1700,,160263,
TLS,1710,,163231,
TLS,1720,,166254,
TLS,1730,,169332,
TLS,1740,,172468,
TLS,1750,,175662,
TLS,1760,,178915,
TLS,1770,,182228,
TLS,1780,,185603,
TLS,1790,,189040,
TLS,1800,,137262,
TLS,1801,,137262,
TLS,1802,,137262,
TLS,1803,,137262,
TLS,1804,,137262,
TLS,1805,,137262,
TLS,1806,,137262,
TLS,1807,,137262,
TLS,1808,,137262,
TLS,1809,,137262,
TLS,1810,,137262,
TLS,1811,,137262,
TLS,1812,,137262,
TLS,1813,,137262,
TLS,1814,,137262,
TLS,1815,,137262,
TLS,1816,,137262,
TLS,1817,,137262,
TLS,1818,,137262,
TLS,1819,,137625,
TLS,1820,,138356,
TLS,1821,,139460,
TLS,1822,,140942,
TLS,1823,,142807,
TLS,1824,,144696,
TLS,1825,,146610,
TLS,1826,,148549,
TLS,1827,,150515,
TLS,1828,,152506,
TLS,1829,,154523,
TLS,1830,,156567,
